118	{"objects": [{"G_caption": "a table with four chairs"}]}
119	{"objects": [{"G_caption": "a living room with a couch and a table"}]}
120	{"objects": [{"G_caption": "a wooden floor"}]}
121	{"objects": [{"G_caption": "a kitchen with a stove"}]}
124	{"objects": [{"G_caption": "a bridge over a canal"}]}
125	{"objects": [{"G_caption": "people walking on the street"}]}
126	{"objects": [{"G_caption": "people walking on the street"}]}
127	{"objects": [{"G_caption": "a wet sidewalk"}]}
128	{"objects": [{"G_caption": "a paved sidewalk"}]}
129	{"objects": [{"G_caption": "a pink building with green doors"}]}
131	{"objects": [{"G_caption": "the sky is clear"}]}
133	{"objects": [{"G_caption": "two zebras playing in the sand"}]}
136	{"objects": [{"G_caption": "a gray sidewalk"}]}
137	{"objects": [{"G_caption": "a cloudy blue sky"}]}
138	{"objects": [{"G_caption": "the building is tall"}]}
139	{"objects": [{"G_caption": "a row of bikes"}]}
140	{"objects": [{"G_caption": "the buildings are brick"}]}
142	{"objects": [{"G_caption": "a white crosswalk"}]}
146	{"objects": [{"G_caption": "a row of cars parked in a parking lot"}]}
147	{"objects": [{"G_caption": "a tree with a shadow"}]}
148	{"objects": [{"G_caption": "a tree with a leaf"}]}
149	{"objects": [{"G_caption": "a tree on the sidewalk"}]}
150	{"objects": [{"G_caption": "man sitting at a table"}]}
151	{"objects": [{"G_caption": "a group of people posing for a photo in a room"}]}
152	{"objects": [{"G_caption": "man wearing black jacket"}]}
153	{"objects": [{"G_caption": "man pouring coffee into a cup"}]}
155	{"objects": [{"G_caption": "man wearing a brown sweater"}]}
157	{"objects": [{"G_caption": "a red flower with a butterfly on it"}]}
158	{"objects": [{"G_caption": "a tree with pink flowers"}]}
162	{"objects": [{"G_caption": "a plate with pancakes, grapes and grapes on it"}]}
163	{"objects": [{"G_caption": "a long tunnel with a light at the end"}]}
165	{"objects": [{"G_caption": "a large brick apartment building with a car parked in front"}]}
166	{"objects": [{"G_caption": "a man and a woman in a workshop"}]}
169	{"objects": [{"G_caption": "a man sitting at a bar"}]}
171	{"objects": [{"G_caption": "a restaurant with tables and chairs"}]}
174	{"objects": [{"G_caption": "a row of buses parked in a parking lot"}]}
175	{"objects": [{"G_caption": "a fountain in the middle of a garden"}]}
177	{"objects": [{"G_caption": "a restaurant with a counter and a table"}]}
179	{"objects": [{"G_caption": "a wooden deck"}]}
180	{"objects": [{"G_caption": "a room with a table and chairs"}]}
181	{"objects": [{"G_caption": "a kitchen with a stove and microwave"}]}
182	{"objects": [{"G_caption": "the table is made of wood"}]}
183	{"objects": [{"G_caption": "a living room with a couch, a chair, a table and a lamp"}]}
185	{"objects": [{"G_caption": "a table with many plates of food"}]}
186	{"objects": [{"G_caption": "a white pantry with baskets of food"}]}
190	{"objects": [{"G_caption": "a large swimming pool"}]}
193	{"objects": [{"G_caption": "a grassy area with trees and a brick building"}]}
194	{"objects": [{"G_caption": "a wooden table with a plate of food and a small fire"}]}
199	{"objects": [{"G_caption": "a plate of food on a tray"}]}
200	{"objects": [{"G_caption": "a paved road"}]}
202	{"objects": [{"G_caption": "a row of parked cars"}]}
204	{"objects": [{"G_caption": "a gray sky"}]}
205	{"objects": [{"G_caption": "a large building with many windows"}]}
206	{"objects": [{"G_caption": "a living room with a fireplace and large windows"}]}
207	{"objects": [{"G_caption": "a tall building with a red roof"}]}
211	{"objects": [{"G_caption": "a zebra print rug"}]}
213	{"objects": [{"G_caption": "a large stone building"}]}
216	{"objects": [{"G_caption": "a clear blue sky"}]}
217	{"objects": [{"G_caption": "the trees are bare"}]}
219	{"objects": [{"G_caption": "a group of people playing pool in a room"}]}
221	{"objects": [{"G_caption": "a narrow street with a stone archway and a castle in the background"}]}
222	{"objects": [{"G_caption": "a mirror on the wall"}]}
224	{"objects": [{"G_caption": "a white truck with a tow truck"}]}
228	{"objects": [{"G_caption": "a large building"}]}
229	{"objects": [{"G_caption": "a table with a candle and a wine glass"}]}
232	{"objects": [{"G_caption": "a kitchen with a refrigerator and a sink"}]}
233	{"objects": [{"G_caption": "a large tree in the background"}]}
234	{"objects": [{"G_caption": "a man and woman standing outside of a building"}]}
240	{"objects": [{"G_caption": "a white plate with a blue stripe"}]}
242	{"objects": [{"G_caption": "a row of cars"}]}
243	{"objects": [{"G_caption": "a red chair"}]}
244	{"objects": [{"G_caption": "the building is tan"}]}
246	{"objects": [{"G_caption": "a room with a fireplace, a chair and a mirror"}]}
247	{"objects": [{"G_caption": "a large building with many windows"}]}
248	{"objects": [{"G_caption": "a black couch with a white cushion"}]}
249	{"objects": [{"G_caption": "the building is red"}]}
251	{"objects": [{"G_caption": "a tunnel with a train track and a sign that says \"the mine\""}]}
253	{"objects": [{"G_caption": "a white door with a yellow sign on it"}]}
255	{"objects": [{"G_caption": "the trees are green"}]}
257	{"objects": [{"G_caption": "a desk with two computers"}]}
260	{"objects": [{"G_caption": "a person riding a bike"}]}
261	{"objects": [{"G_caption": "a brick sidewalk"}]}
263	{"objects": [{"G_caption": "a white building with a sign"}]}
266	{"objects": [{"G_caption": "the trees are tall"}]}
267	{"objects": [{"G_caption": "a desk with a computer"}]}
268	{"objects": [{"G_caption": "a car driving down a street"}]}
269	{"objects": [{"G_caption": "the building is tall"}]}
270	{"objects": [{"G_caption": "a tall building with a large window"}]}
271	{"objects": [{"G_caption": "a body of water"}]}
272	{"objects": [{"G_caption": "the building is red"}]}
273	{"objects": [{"G_caption": "the building is large"}]}
275	{"objects": [{"G_caption": "a bike lane sign"}]}
276	{"objects": [{"G_caption": "man with short hair"}]}
278	{"objects": [{"G_caption": "the trees are bare"}]}
279	{"objects": [{"G_caption": "a yellow smart car"}]}
280	{"objects": [{"G_caption": "a pond in the middle of a field"}]}
281	{"objects": [{"G_caption": "a large building with many windows"}]}
285	{"objects": [{"G_caption": "a plate of food on a table"}]}
286	{"objects": [{"G_caption": "the buildings are tall"}]}
287	{"objects": [{"G_caption": "shadow of a tree on the road"}]}
290	{"objects": [{"G_caption": "a house with a tree in front of it"}]}
293	{"objects": [{"G_caption": "a white line on the road"}]}
295	{"objects": [{"G_caption": "a baby elephant walking with its mother"}]}
297	{"objects": [{"G_caption": "the sun is setting over a field"}]}
298	{"objects": [{"G_caption": "a lift in a building with a glass ceiling"}]}
300	{"objects": [{"G_caption": "the cars are parked on the street"}]}
301	{"objects": [{"G_caption": "the building is red brick"}]}
303	{"objects": [{"G_caption": "a clear blue sky"}]}
305	{"objects": [{"G_caption": "a clear blue sky"}]}
306	{"objects": [{"G_caption": "a large brick building"}]}
308	{"objects": [{"G_caption": "a large tree in the background"}]}
310	{"objects": [{"G_caption": "a white suv parked on the street"}]}
311	{"objects": [{"G_caption": "a car parked on the side of the road"}]}
313	{"objects": [{"G_caption": "the houses are gray"}]}
319	{"objects": [{"G_caption": "the buildings are tall"}]}
320	{"objects": [{"G_caption": "a large house with a white roof"}]}
322	{"objects": [{"G_caption": "a brick building"}]}
323	{"objects": [{"G_caption": "a street with a few cars"}]}
324	{"objects": [{"G_caption": "a tree with no leaves"}]}
326	{"objects": [{"G_caption": "a tree with no leaves"}]}
327	{"objects": [{"G_caption": "a white board on the wall"}]}
328	{"objects": [{"G_caption": "a desk with a computer and a chair"}]}
332	{"objects": [{"G_caption": "a kitchen counter with a sink"}]}
336	{"objects": [{"G_caption": "a street with a white line"}]}
337	{"objects": [{"G_caption": "a clear blue sky"}]}
338	{"objects": [{"G_caption": "a large building with a large window"}]}
340	{"objects": [{"G_caption": "a large building with a large window"}]}
341	{"objects": [{"G_caption": "a clear blue sky"}]}
342	{"objects": [{"G_caption": "a man walking down a sidewalk"}]}
343	{"objects": [{"G_caption": "people walking on the sidewalk"}]}
345	{"objects": [{"G_caption": "a red brick building"}]}
346	{"objects": [{"G_caption": "the table is long"}]}
347	{"objects": [{"G_caption": "a conference room with a table and chairs"}]}
352	{"objects": [{"G_caption": "the steps are wooden"}]}
353	{"objects": [{"G_caption": "a tree with no leaves"}]}
354	{"objects": [{"G_caption": "a woman walking down the street"}]}
355	{"objects": [{"G_caption": "a white van parked on the sidewalk"}]}
356	{"objects": [{"G_caption": "a large building with a clock tower"}]}
359	{"objects": [{"G_caption": "man sitting at a desk"}]}
360	{"objects": [{"G_caption": "a woman walking down the street"}]}
361	{"objects": [{"G_caption": "a stop sign on a street"}]}
362	{"objects": [{"G_caption": "a traffic light with a sign that says \"stop\""}]}
363	{"objects": [{"G_caption": "a clear blue sky"}]}
365	{"objects": [{"G_caption": "a tall building with windows"}]}
368	{"objects": [{"G_caption": "a desk with two computers"}]}
369	{"objects": [{"G_caption": "a man sitting at a desk"}]}
370	{"objects": [{"G_caption": "a desk with a computer monitor"}]}
373	{"objects": [{"G_caption": "a computer monitor on a desk"}]}
374	{"objects": [{"G_caption": "a white desk with a coffee cup"}]}
378	{"objects": [{"G_caption": "a kitchen counter with a microwave, coffee maker, and a sink"}]}
383	{"objects": [{"G_caption": "man sitting at a desk"}]}
385	{"objects": [{"G_caption": "a man sitting at a desk"}]}
386	{"objects": [{"G_caption": "woman wearing black sweater"}]}
388	{"objects": [{"G_caption": "a desk with a computer"}]}
389	{"objects": [{"G_caption": "a man sitting at a desk"}]}
390	{"objects": [{"G_caption": "the sidewalk is paved"}]}
395	{"objects": [{"G_caption": "people eating in a restaurant with toilets and sinks"}]}
396	{"objects": [{"G_caption": "a street with smoke coming out of a building"}]}
399	{"objects": [{"G_caption": "a gray sky"}]}
400	{"objects": [{"G_caption": "a large stone building"}]}
401	{"objects": [{"G_caption": "a row of tables and chairs"}]}
404	{"objects": [{"G_caption": "a blue carpet on the floor"}]}
405	{"objects": [{"G_caption": "a room with a desk and a window"}]}
406	{"objects": [{"G_caption": "a man sitting at a desk"}]}
407	{"objects": [{"G_caption": "a man sitting at a desk"}]}
408	{"objects": [{"G_caption": "a white board on the wall"}]}
409	{"objects": [{"G_caption": "a man and woman at a bar"}]}
410	{"objects": [{"G_caption": "a man and a woman are playing a piano together"}]}
411	{"objects": [{"G_caption": "a boy holding a stuffed animal"}]}
412	{"objects": [{"G_caption": "a nurse checking the blood pressure of a child"}]}
414	{"objects": [{"G_caption": "man wearing a black suit"}]}
415	{"objects": [{"G_caption": "a woman in a suit and tie"}]}
416	{"objects": [{"G_caption": "a group of women sitting at a table"}]}
417	{"objects": [{"G_caption": "man wearing a white shirt"}]}
418	{"objects": [{"G_caption": "a man and woman in an office"}]}
419	{"objects": [{"G_caption": "a group of people standing in a room"}]}
421	{"objects": [{"G_caption": "a tree with leaves"}]}
422	{"objects": [{"G_caption": "a red truck on the road"}]}
426	{"objects": [{"G_caption": "a large building with many windows"}]}
427	{"objects": [{"G_caption": "a clear blue sky"}]}
429	{"objects": [{"G_caption": "a woman walking down the street"}]}
430	{"objects": [{"G_caption": "the building is tall"}]}
431	{"objects": [{"G_caption": "a woman walking down the street"}]}
434	{"objects": [{"G_caption": "white lines on the road"}]}
435	{"objects": [{"G_caption": "a large building with a green curtain"}]}
436	{"objects": [{"G_caption": "a building with many windows"}]}
437	{"objects": [{"G_caption": "a tree with a trunk"}]}
438	{"objects": [{"G_caption": "a gray paved street"}]}
439	{"objects": [{"G_caption": "a woman selling food"}]}
440	{"objects": [{"G_caption": "a man sitting on the ground"}]}
441	{"objects": [{"G_caption": "a man wearing a black jacket"}]}
443	{"objects": [{"G_caption": "a woman sitting on the ground"}]}
444	{"objects": [{"G_caption": "a large mountain in the background"}]}
445	{"objects": [{"G_caption": "people sitting on the ground"}]}
446	{"objects": [{"G_caption": "a man walking down a street"}]}
447	{"objects": [{"G_caption": "a bus with a red, white and blue design"}]}
448	{"objects": [{"G_caption": "a white car with a roof rack"}]}
450	{"objects": [{"G_caption": "a blue sky with white clouds"}]}
451	{"objects": [{"G_caption": "people sitting on the sidewalk"}]}
455	{"objects": [{"G_caption": "a tree with no leaves"}]}
456	{"objects": [{"G_caption": "a tall building with a clock on it"}]}
458	{"objects": [{"G_caption": "a gray paved road"}]}
459	{"objects": [{"G_caption": "a large brick building"}]}
461	{"objects": [{"G_caption": "a brick building"}]}
462	{"objects": [{"G_caption": "a clear blue sky"}]}
463	{"objects": [{"G_caption": "a large building with a sign on the front"}]}
464	{"objects": [{"G_caption": "a man walking down a path with a yellow sign"}]}
466	{"objects": [{"G_caption": "a white building"}]}
468	{"objects": [{"G_caption": "the sky is cloudy"}]}
469	{"objects": [{"G_caption": "a table with chairs"}]}
471	{"objects": [{"G_caption": "a large building with a steeple"}]}
473	{"objects": [{"G_caption": "the table is made of wood"}]}
474	{"objects": [{"G_caption": "the hallway is empty"}]}
476	{"objects": [{"G_caption": "a street with cars and trees"}]}
478	{"objects": [{"G_caption": "a black pickup truck"}]}
482	{"objects": [{"G_caption": "man on a bike"}]}
483	{"objects": [{"G_caption": "a group of people standing outside of a building"}]}
485	{"objects": [{"G_caption": "a large brick building"}]}
486	{"objects": [{"G_caption": "the building is red brick"}]}
487	{"objects": [{"G_caption": "the tables are red"}]}
488	{"objects": [{"G_caption": "the building is red"}]}
490	{"objects": [{"G_caption": "a small room with a table and chair"}]}
492	{"objects": [{"G_caption": "a room with a bed, a dresser, a lamp, and a chair"}]}
502	{"objects": [{"G_caption": "the table is brown"}]}
506	{"objects": [{"G_caption": "a table and chairs in a room"}]}
509	{"objects": [{"G_caption": "a wooden entertainment center"}]}
517	{"objects": [{"G_caption": "the house is green"}]}
521	{"objects": [{"G_caption": "the bed is made"}]}
523	{"objects": [{"G_caption": "a kitchen with a stove and a microwave oven"}]}
525	{"objects": [{"G_caption": "a black bookcase"}]}
526	{"objects": [{"G_caption": "a living room with a tv, a couch, and a table"}]}
527	{"objects": [{"G_caption": "the bed is made"}]}
529	{"objects": [{"G_caption": "a car parked on the street"}]}
530	{"objects": [{"G_caption": "the chairs are black"}]}
531	{"objects": [{"G_caption": "the bed is made"}]}
532	{"objects": [{"G_caption": "a room with a desk and a chair"}]}
537	{"objects": [{"G_caption": "a desk with a computer on it"}]}
540	{"objects": [{"G_caption": "the table is blue"}]}
542	{"objects": [{"G_caption": "a bathroom sink"}]}
545	{"objects": [{"G_caption": "a coffee shop with a table and chairs"}]}
548	{"objects": [{"G_caption": "a wooden floor"}]}
552	{"objects": [{"G_caption": "a restaurant with colorful chairs and tables"}]}
555	{"objects": [{"G_caption": "a dining room table"}]}
556	{"objects": [{"G_caption": "a dining room table with chairs"}]}
559	{"objects": [{"G_caption": "a white couch"}]}
560	{"objects": [{"G_caption": "a white dog sitting on a couch"}]}
561	{"objects": [{"G_caption": "a refrigerator in a kitchen"}]}
564	{"objects": [{"G_caption": "a kitchen with a wine rack"}]}
565	{"objects": [{"G_caption": "a bookcase with many books"}]}
567	{"objects": [{"G_caption": "a white folding chair"}]}
569	{"objects": [{"G_caption": "a plate of fish"}]}
573	{"objects": [{"G_caption": "a desk with a chair"}]}
575	{"objects": [{"G_caption": "a boat on the water"}]}
576	{"objects": [{"G_caption": "a gondola is on the water"}]}
577	{"objects": [{"G_caption": "a woman sitting at a table"}]}
580	{"objects": [{"G_caption": "the building is white"}]}
581	{"objects": [{"G_caption": "a black car parked on the street"}]}
582	{"objects": [{"G_caption": "a white truck driving down the street"}]}
584	{"objects": [{"G_caption": "a large building with many windows"}]}
587	{"objects": [{"G_caption": "people walking dogs on the sidewalk"}]}
588	{"objects": [{"G_caption": "the building is tan"}]}
589	{"objects": [{"G_caption": "a man standing on the sidewalk"}]}
591	{"objects": [{"G_caption": "a large tree in the park"}]}
592	{"objects": [{"G_caption": "sidewalk is made of concrete"}]}
593	{"objects": [{"G_caption": "a wet sidewalk"}]}
594	{"objects": [{"G_caption": "a large building with windows"}]}
596	{"objects": [{"G_caption": "a wet sidewalk"}]}
599	{"objects": [{"G_caption": "a white line on the road"}]}
600	{"objects": [{"G_caption": "a large building with many windows"}]}
601	{"objects": [{"G_caption": "a white road with a white line"}]}
602	{"objects": [{"G_caption": "a sidewalk with a building on it"}]}
603	{"objects": [{"G_caption": "a white line on the road"}]}
604	{"objects": [{"G_caption": "a large building with a clock tower"}]}
605	{"objects": [{"G_caption": "a tall building with windows"}]}
606	{"objects": [{"G_caption": "a yellow taxi cab"}]}
609	{"objects": [{"G_caption": "a wet sidewalk"}]}
610	{"objects": [{"G_caption": "a wet sidewalk"}]}
611	{"objects": [{"G_caption": "the sky is cloudy"}]}
612	{"objects": [{"G_caption": "a white road with black lines"}]}
614	{"objects": [{"G_caption": "two men standing next to each other"}]}
616	{"objects": [{"G_caption": "a woman walking down the street"}]}
617	{"objects": [{"G_caption": "a gray sidewalk"}]}
618	{"objects": [{"G_caption": "a pay phone on the street"}]}
619	{"objects": [{"G_caption": "a man riding a bike"}]}
620	{"objects": [{"G_caption": "a gray sky"}]}
621	{"objects": [{"G_caption": "a circular staircase"}]}
622	{"objects": [{"G_caption": "the stairs are white"}]}
623	{"objects": [{"G_caption": "a paved sidewalk"}]}
625	{"objects": [{"G_caption": "a red brick building"}]}
626	{"objects": [{"G_caption": "a wet sidewalk"}]}
627	{"objects": [{"G_caption": "a tree with no leaves"}]}
629	{"objects": [{"G_caption": "a white van parked on the side of the road"}]}
630	{"objects": [{"G_caption": "a large building with a green awning"}]}
631	{"objects": [{"G_caption": "statue of a man sitting at a desk"}]}
632	{"objects": [{"G_caption": "a large billboard on the side of the building"}]}
635	{"objects": [{"G_caption": "a large building with many windows"}]}
636	{"objects": [{"G_caption": "a group of people standing in a room"}]}
638	{"objects": [{"G_caption": "people walking on the street"}]}
640	{"objects": [{"G_caption": "a desk with a computer and a chair"}]}
644	{"objects": [{"G_caption": "a white airplane"}]}
648	{"objects": [{"G_caption": "a cloudy sky"}]}
650	{"objects": [{"G_caption": "a man sitting on a rock"}]}
651	{"objects": [{"G_caption": "man wearing a striped shirt"}]}
653	{"objects": [{"G_caption": "a mountain with a rocky face"}]}
654	{"objects": [{"G_caption": "the water is clear"}]}
656	{"objects": [{"G_caption": "the water is foamy"}]}
657	{"objects": [{"G_caption": "the sky is pink"}]}
659	{"objects": [{"G_caption": "a herd of bison in a field"}]}
661	{"objects": [{"G_caption": "a woman walking by a meat counter"}]}
663	{"objects": [{"G_caption": "a table with a pie and wine"}]}
665	{"objects": [{"G_caption": "a grey sky"}]}
667	{"objects": [{"G_caption": "a large red building"}]}
670	{"objects": [{"G_caption": "bridge over a canal"}]}
671	{"objects": [{"G_caption": "the sky is clear"}]}
672	{"objects": [{"G_caption": "the water is blue"}]}
673	{"objects": [{"G_caption": "a building with many windows"}]}
674	{"objects": [{"G_caption": "a sandy beach"}]}
676	{"objects": [{"G_caption": "a large billboard on the side of the road"}]}
680	{"objects": [{"G_caption": "a bird with a red beak"}]}
683	{"objects": [{"G_caption": "a man in a boat with two children holding a net"}]}
689	{"objects": [{"G_caption": "the sky is red"}]}
691	{"objects": [{"G_caption": "a man driving a vehicle"}]}
695	{"objects": [{"G_caption": "a mother monkey holding her baby"}]}
696	{"objects": [{"G_caption": "a river with boats"}]}
697	{"objects": [{"G_caption": "a yellow building"}]}
698	{"objects": [{"G_caption": "a clear blue sky"}]}
702	{"objects": [{"G_caption": "the sky is blue"}]}
703	{"objects": [{"G_caption": "the tree is large"}]}
708	{"objects": [{"G_caption": "the boats are docked"}]}
710	{"objects": [{"G_caption": "a row of motorcycles parked in front of a large house"}]}
712	{"objects": [{"G_caption": "a tree in the middle of the road"}]}
715	{"objects": [{"G_caption": "a boy is hugging a statue"}]}
717	{"objects": [{"G_caption": "the building is brown"}]}
719	{"objects": [{"G_caption": "a large building with many windows"}]}
720	{"objects": [{"G_caption": "a tree in the middle of the road"}]}
721	{"objects": [{"G_caption": "the building is old"}]}
722	{"objects": [{"G_caption": "a blue sky with white clouds"}]}
723	{"objects": [{"G_caption": "the umbrella is white"}]}
726	{"objects": [{"G_caption": "the building is tan"}]}
727	{"objects": [{"G_caption": "a large building with a large window"}]}
728	{"objects": [{"G_caption": "the water is calm"}]}
729	{"objects": [{"G_caption": "a clear blue sky"}]}
730	{"objects": [{"G_caption": "people standing on the sidewalk"}]}
731	{"objects": [{"G_caption": "people walking on the sidewalk"}]}
733	{"objects": [{"G_caption": "a group of people walking down the street"}]}
736	{"objects": [{"G_caption": "a white van parked on the street"}]}
738	{"objects": [{"G_caption": "the water is calm"}]}
741	{"objects": [{"G_caption": "a large building with many windows"}]}
743	{"objects": [{"G_caption": "a group of people standing in the snow near a ski lift"}]}
747	{"objects": [{"G_caption": "the building is tan"}]}
748	{"objects": [{"G_caption": "the building is tan"}]}
750	{"objects": [{"G_caption": "a table with a lot of food on it"}]}
751	{"objects": [{"G_caption": "the columns are white"}]}
753	{"objects": [{"G_caption": "a large red building"}]}
759	{"objects": [{"G_caption": "a white van parked on the street"}]}
760	{"objects": [{"G_caption": "a car parked in front of a house"}]}
761	{"objects": [{"G_caption": "a large house with a balcony"}]}
762	{"objects": [{"G_caption": "the trees are green"}]}
765	{"objects": [{"G_caption": "white lines on the road"}]}
766	{"objects": [{"G_caption": "a clear blue sky"}]}
767	{"objects": [{"G_caption": "a woman walking down the street"}]}
768	{"objects": [{"G_caption": "a row of buildings"}]}
769	{"objects": [{"G_caption": "a large brick building"}]}
770	{"objects": [{"G_caption": "a clear blue sky"}]}
771	{"objects": [{"G_caption": "a clear blue sky"}]}
773	{"objects": [{"G_caption": "a brick building"}]}
774	{"objects": [{"G_caption": "a tall building with a black roof"}]}
776	{"objects": [{"G_caption": "a large group of people"}]}
777	{"objects": [{"G_caption": "a brick wall on the side of the building"}]}
778	{"objects": [{"G_caption": "a white building with a clock tower"}]}
779	{"objects": [{"G_caption": "a brick walkway"}]}
781	{"objects": [{"G_caption": "a snowy street"}]}
782	{"objects": [{"G_caption": "the trees are bare"}]}
783	{"objects": [{"G_caption": "snow on the ground"}]}
785	{"objects": [{"G_caption": "a snowy sidewalk"}]}
786	{"objects": [{"G_caption": "the sky is overcast"}]}
787	{"objects": [{"G_caption": "a snowy street"}]}
788	{"objects": [{"G_caption": "a large round park"}]}
790	{"objects": [{"G_caption": "people walking on the street"}]}
791	{"objects": [{"G_caption": "a white truck with a red trailer"}]}
792	{"objects": [{"G_caption": "a white line on the road"}]}
793	{"objects": [{"G_caption": "a woman walking down the street"}]}
794	{"objects": [{"G_caption": "a sidewalk with a brick walkway"}]}
795	{"objects": [{"G_caption": "a store with a lot of shoes"}]}
797	{"objects": [{"G_caption": "a table and chairs"}]}
798	{"objects": [{"G_caption": "a row of chairs on the sidewalk"}]}
799	{"objects": [{"G_caption": "a large building with many windows"}]}
801	{"objects": [{"G_caption": "a gray stone street"}]}
803	{"objects": [{"G_caption": "a large stone building"}]}
805	{"objects": [{"G_caption": "a cloudy sky"}]}
806	{"objects": [{"G_caption": "the sky is cloudy"}]}
807	{"objects": [{"G_caption": "a man in a small boat on a large body of water"}]}
808	{"objects": [{"G_caption": "a large building with a clock tower"}]}
811	{"objects": [{"G_caption": "a blue sky with white clouds"}]}
815	{"objects": [{"G_caption": "a large building with white windows"}]}
816	{"objects": [{"G_caption": "a blue sky with white clouds"}]}
819	{"objects": [{"G_caption": "a city street with a bus and cars"}]}
822	{"objects": [{"G_caption": "a large building with many windows"}]}
827	{"objects": [{"G_caption": "the cars are parked"}]}
829	{"objects": [{"G_caption": "a cloudy sky with white clouds"}]}
830	{"objects": [{"G_caption": "a large tree with many leaves"}]}
832	{"objects": [{"G_caption": "a clear blue sky"}]}
